year-index,filename,sizeW,sizeH,image_proportion,vis_type,Conference,Year,pageNum,Paper DOI,thumb_url,url,Paper type,Paper Title,Author,Keywords Author,paper_url
63,Vis.74.63.jpg,480,245,0.031165,6,Vis,1990,4,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.63.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.74.63.jpg,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367
64,Vis.74.64.jpg,366,248,0.024233,6,Vis,1990,5,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.64.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.74.64.jpg,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367
65,Vis.74.65.jpg,545,354,0.051508,2,Vis,1990,5,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.65.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.74.65.jpg,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367
66,Vis.74.66.jpg,416,391,0.043030,11,Vis,1990,6,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.66.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.74.66.jpg,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367
67,Vis.74.67.jpg,377,369,0.036801,11,Vis,1990,6,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.67.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.74.67.jpg,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367
68,Vis.74.68.jpg,419,392,0.043451,11,Vis,1990,6,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.68.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.74.68.jpg,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367
69,Vis.74.69.jpg,381,432,0.043542,11,Vis,1990,6,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.69.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.74.69.jpg,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367
70,Vis.83.70.jpg,402,351,0.036922,2,Vis,1990,10,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.70.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.70.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
71,Vis.83.71.jpg,452,394,0.046600,11,Vis,1990,10,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.71.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.71.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
72,Vis.83.72.jpg,446,234,0.027309,5,Vis,1990,10,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.72.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.72.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
73,Vis.83.73.jpg,451,392,0.046261,11,Vis,1990,10,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.73.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.73.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
74,Vis.83.74.jpg,450,351,0.041331,11,Vis,1990,10,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.74.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.74.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
75,Vis.83.75.jpg,451,389,0.045907,2,Vis,1990,10,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.75.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.75.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
76,Vis.83.76.jpg,590,448,0.069115,6,Vis,1990,2,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.76.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.76.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
77,Vis.83.77.jpg,570,644,0.097843,2,Vis,1990,3,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.77.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.77.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
78,Vis.83.78.jpg,578,449,0.069174,2,Vis,1990,3,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.78.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.78.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
79,Vis.83.79.jpg,571,694,0.105797,2,Vis,1990,4,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.79.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.79.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
80,Vis.83.80.jpg,566,370,0.055820,10,Vis,1990,7,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.80.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.80.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
81,Vis.83.81.jpg,486,333,0.043137,2,Vis,1990,7,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.81.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.81.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
82,Vis.83.82.jpg,368,364,0.035646,11,Vis,1990,9,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.82.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.82.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
83,Vis.83.83.jpg,369,359,0.035252,11,Vis,1990,9,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.83.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.83.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
84,Vis.83.84.jpg,371,377,0.037220,11,Vis,1990,9,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.84.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.84.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
85,Vis.83.85.jpg,426,415,0.047046,11,Vis,1990,9,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.85.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.85.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
86,Vis.83.86.jpg,427,417,0.047384,11,Vis,1990,9,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.86.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.86.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
87,Vis.83.87.jpg,521,907,0.125750,11,Vis,1990,9,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.87.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.83.87.jpg,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368
88,Vis.93.88.jpg,515,647,0.088959,10,Vis,1990,3,10.1109/VISUAL.1990.146369,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.93.88.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.93.88.jpg,C,Dynamic graphics for network visualization,R.A. Becker;S.G. Eick;E.O. Miller;A.R. Wilks,,http://dx.doi.org/10.1109/VISUAL.1990.146369
89,Vis.93.89.jpg,763,626,0.126413,9,Vis,1990,4,10.1109/VISUAL.1990.146369,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.93.89.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.93.89.jpg,C,Dynamic graphics for network visualization,R.A. Becker;S.G. Eick;E.O. Miller;A.R. Wilks,,http://dx.doi.org/10.1109/VISUAL.1990.146369
90,Vis.93.90.jpg,758,622,0.124782,9,Vis,1990,4,10.1109/VISUAL.1990.146369,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.93.90.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.93.90.jpg,C,Dynamic graphics for network visualization,R.A. Becker;S.G. Eick;E.O. Miller;A.R. Wilks,,http://dx.doi.org/10.1109/VISUAL.1990.146369
91,Vis.97.91.jpg,1148,645,0.197045,11,Vis,1990,10,10.1109/VISUAL.1990.146370,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.97.91.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.97.91.jpg,C,Techniques for visualizing Fermat's last theorem: a case study,A.J. Hanson;P.A. Heng;B.C. Kaplan,,http://dx.doi.org/10.1109/VISUAL.1990.146370
92,Vis.97.92.jpg,1163,1161,0.359316,9,Vis,1990,10,10.1109/VISUAL.1990.146370,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.97.92.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.97.92.jpg,C,Techniques for visualizing Fermat's last theorem: a case study,A.J. Hanson;P.A. Heng;B.C. Kaplan,,http://dx.doi.org/10.1109/VISUAL.1990.146370
93,Vis.97.93.jpg,385,382,0.039201,10,Vis,1990,2,10.1109/VISUAL.1990.146370,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.97.93.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.97.93.jpg,C,Techniques for visualizing Fermat's last theorem: a case study,A.J. Hanson;P.A. Heng;B.C. Kaplan,,http://dx.doi.org/10.1109/VISUAL.1990.146370
94,Vis.97.94.jpg,1161,398,0.123165,11,Vis,1990,2,10.1109/VISUAL.1990.146370,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.97.94.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.97.94.jpg,C,Techniques for visualizing Fermat's last theorem: a case study,A.J. Hanson;P.A. Heng;B.C. Kaplan,,http://dx.doi.org/10.1109/VISUAL.1990.146370
95,Vis.97.95.jpg,320,342,0.029171,11,Vis,1990,3,10.1109/VISUAL.1990.146370,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.97.95.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.97.95.jpg,C,Techniques for visualizing Fermat's last theorem: a case study,A.J. Hanson;P.A. Heng;B.C. Kaplan,,http://dx.doi.org/10.1109/VISUAL.1990.146370
96,Vis.97.96.jpg,386,377,0.038788,11,Vis,1990,3,10.1109/VISUAL.1990.146370,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.97.96.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.97.96.jpg,C,Techniques for visualizing Fermat's last theorem: a case study,A.J. Hanson;P.A. Heng;B.C. Kaplan,,http://dx.doi.org/10.1109/VISUAL.1990.146370
97,Vis.97.97.jpg,386,377,0.038788,10,Vis,1990,3,10.1109/VISUAL.1990.146370,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.97.97.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.97.97.jpg,C,Techniques for visualizing Fermat's last theorem: a case study,A.J. Hanson;P.A. Heng;B.C. Kaplan,,http://dx.doi.org/10.1109/VISUAL.1990.146370
98,Vis.97.98.jpg,539,404,0.058136,10,Vis,1990,6,10.1109/VISUAL.1990.146370,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.97.98.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.97.98.jpg,C,Techniques for visualizing Fermat's last theorem: a case study,A.J. Hanson;P.A. Heng;B.C. Kaplan,,http://dx.doi.org/10.1109/VISUAL.1990.146370
99,Vis.97.99.jpg,543,423,0.061322,10,Vis,1990,9,10.1109/VISUAL.1990.146370,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.97.99.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.97.99.jpg,C,Techniques for visualizing Fermat's last theorem: a case study,A.J. Hanson;P.A. Heng;B.C. Kaplan,,http://dx.doi.org/10.1109/VISUAL.1990.146370
100,Vis.107.100.jpg,567,1361,0.204503,10,Vis,1990,2,10.1109/VISUAL.1990.146371,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.107.100.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.107.100.jpg,C,Visualizing computer memory architectures,B. Alpern;L. Carter;T. Selker,,http://dx.doi.org/10.1109/VISUAL.1990.146371
101,Vis.107.101.jpg,591,1399,0.220741,10,Vis,1990,3,10.1109/VISUAL.1990.146371,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.107.101.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.107.101.jpg,C,Visualizing computer memory architectures,B. Alpern;L. Carter;T. Selker,,http://dx.doi.org/10.1109/VISUAL.1990.146371
102,Vis.107.102.jpg,563,1360,0.201692,4,Vis,1990,4,10.1109/VISUAL.1990.146371,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.107.102.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.107.102.jpg,C,Visualizing computer memory architectures,B. Alpern;L. Carter;T. Selker,,http://dx.doi.org/10.1109/VISUAL.1990.146371
103,Vis.107.103.jpg,564,719,0.108088,10,Vis,1990,5,10.1109/VISUAL.1990.146371,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.107.103.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.107.103.jpg,C,Visualizing computer memory architectures,B. Alpern;L. Carter;T. Selker,,http://dx.doi.org/10.1109/VISUAL.1990.146371
104,Vis.107.104.jpg,562,417,0.062466,6,Vis,1990,5,10.1109/VISUAL.1990.146371,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.107.104.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.107.104.jpg,C,Visualizing computer memory architectures,B. Alpern;L. Carter;T. Selker,,http://dx.doi.org/10.1109/VISUAL.1990.146371
105,Vis.107.105.jpg,564,672,0.100590,6,Vis,1990,6,10.1109/VISUAL.1990.146371,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.107.105.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.107.105.jpg,C,Visualizing computer memory architectures,B. Alpern;L. Carter;T. Selker,,http://dx.doi.org/10.1109/VISUAL.1990.146371
106,Vis.114.106.jpg,612,652,0.106185,10,Vis,1990,4,10.1109/VISUAL.1990.146372,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.114.106.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.114.106.jpg,C,A methodology for scientific data visualisation: choosing representations based on a natural scene paradigm,P.K. Robertson,,http://dx.doi.org/10.1109/VISUAL.1990.146372
107,Vis.114.107.jpg,1228,1161,0.378388,10,Vis,1990,6,10.1109/VISUAL.1990.146372,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.114.107.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.114.107.jpg,C,A methodology for scientific data visualisation: choosing representations based on a natural scene paradigm,P.K. Robertson,,http://dx.doi.org/10.1109/VISUAL.1990.146372
108,Vis.124.108.jpg,524,408,0.057078,6,Vis,1990,4,10.1109/VISUAL.1990.146373,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.124.108.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.124.108.jpg,C,Moving iconic objects in scientific visualization,D.G. Kerlick,,http://dx.doi.org/10.1109/VISUAL.1990.146373
109,Vis.124.109.jpg,541,352,0.050841,6,Vis,1990,4,10.1109/VISUAL.1990.146373,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.124.109.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.124.109.jpg,C,Moving iconic objects in scientific visualization,D.G. Kerlick,,http://dx.doi.org/10.1109/VISUAL.1990.146373
110,Vis.124.110.jpg,605,493,0.079161,2,Vis,1990,7,10.1109/VISUAL.1990.146373,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.124.110.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.124.110.jpg,C,Moving iconic objects in scientific visualization,D.G. Kerlick,,http://dx.doi.org/10.1109/VISUAL.1990.146373
111,Vis.124.111.jpg,603,495,0.079219,2,Vis,1990,7,10.1109/VISUAL.1990.146373,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.124.111.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.124.111.jpg,C,Moving iconic objects in scientific visualization,D.G. Kerlick,,http://dx.doi.org/10.1109/VISUAL.1990.146373
112,Vis.124.112.jpg,621,513,0.084550,2,Vis,1990,7,10.1109/VISUAL.1990.146373,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.124.112.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.124.112.jpg,C,Moving iconic objects in scientific visualization,D.G. Kerlick,,http://dx.doi.org/10.1109/VISUAL.1990.146373
113,Vis.131.113.jpg,937,1638,0.409095,6,Vis,1990,5,10.1109/VISUAL.1990.146374,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.131.113.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.131.113.jpg,C,Classifying visual knowledge representations: a foundation for visualization research,J. Lohse;H. Rueter;K. Biolsi;N. Walker,,http://dx.doi.org/10.1109/VISUAL.1990.146374
114,Vis.131.114.jpg,1267,1579,0.534118,13,Vis,1990,6,10.1109/VISUAL.1990.146374,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.131.114.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.131.114.jpg,C,Classifying visual knowledge representations: a foundation for visualization research,J. Lohse;H. Rueter;K. Biolsi;N. Walker,,http://dx.doi.org/10.1109/VISUAL.1990.146374
115,Vis.139.115.jpg,1211,752,0.242735,4,Vis,1990,5,10.1109/VISUAL.1990.146375,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.139.115.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.139.115.jpg,C,A problem-oriented classification of visualization techniques,S. Wehrend;C. Lewis,,http://dx.doi.org/10.1109/VISUAL.1990.146375
116,Vis.144.116.jpg,544,378,0.054900,3,Vis,1990,1,10.1109/VISUAL.1990.146376,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.144.116.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.144.116.jpg,C,Visualization and three-dimensional image processing of positron emission tomography (PET) brain images,N.D. Gershon,,http://dx.doi.org/10.1109/VISUAL.1990.146376
117,Vis.144.117.jpg,1115,394,0.115616,11,Vis,1990,4,10.1109/VISUAL.1990.146376,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.144.117.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990/Vis.144.117.jpg,C,Visualization and three-dimensional image processing of positron emission tomography (PET) brain images,N.D. Gershon,,http://dx.doi.org/10.1109/VISUAL.1990.146376
