year-index,filename,Conference,Year,Paper DOI,thumb_url,cap_url,url,fileIndex,imageID,Paper type,Paper Title,Author,Keywords Author,paper_url,Paper FirstPage,Paper LastPage,globalIndex,recodeRank,img_width,img_height,isUP
51,Vis.59.48.jpg,Vis,1990,10.1109/VISUAL.1990.146365,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.59.48.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.59.48.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.59.51.png,I51,I51Y1990,C,Interpreting a 3D object from a rough 2D line drawing,D. Lamb;A. Bandopadhay,,http://dx.doi.org/10.1109/VISUAL.1990.146365,59,66,51,51,563,323,0
52,Vis.59.49.jpg,Vis,1990,10.1109/VISUAL.1990.146365,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.59.49.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.59.49.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.59.52.png,I52,I52Y1990,C,Interpreting a 3D object from a rough 2D line drawing,D. Lamb;A. Bandopadhay,,http://dx.doi.org/10.1109/VISUAL.1990.146365,59,66,52,52,551,315,0
53,Vis.59.50.jpg,Vis,1990,10.1109/VISUAL.1990.146365,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.59.50.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.59.50.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.59.53.png,I53,I53Y1990,C,Interpreting a 3D object from a rough 2D line drawing,D. Lamb;A. Bandopadhay,,http://dx.doi.org/10.1109/VISUAL.1990.146365,59,66,53,53,562,372,0
54,Vis.59.51.jpg,Vis,1990,10.1109/VISUAL.1990.146365,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.59.51.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.59.51.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.59.54.png,I54,I54Y1990,C,Interpreting a 3D object from a rough 2D line drawing,D. Lamb;A. Bandopadhay,,http://dx.doi.org/10.1109/VISUAL.1990.146365,59,66,54,54,545,308,0
55,Vis.59.52.jpg,Vis,1990,10.1109/VISUAL.1990.146365,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.59.52.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.59.52.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.59.55.png,I55,I55Y1990,C,Interpreting a 3D object from a rough 2D line drawing,D. Lamb;A. Bandopadhay,,http://dx.doi.org/10.1109/VISUAL.1990.146365,59,66,55,55,565,361,0
56,Vis.59.53.jpg,Vis,1990,10.1109/VISUAL.1990.146365,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.59.53.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.59.53.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.59.56.png,I56,I56Y1990,C,Interpreting a 3D object from a rough 2D line drawing,D. Lamb;A. Bandopadhay,,http://dx.doi.org/10.1109/VISUAL.1990.146365,59,66,56,56,565,317,0
57,Vis.59.54.jpg,Vis,1990,10.1109/VISUAL.1990.146365,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.59.54.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.59.54.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.59.57.png,I57,I57Y1990,C,Interpreting a 3D object from a rough 2D line drawing,D. Lamb;A. Bandopadhay,,http://dx.doi.org/10.1109/VISUAL.1990.146365,59,66,57,57,563,361,0
58,Vis.67.55.png,Vis,1990,10.1109/VISUAL.1990.146366,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.67.55.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.67.55.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.67.58.png,I58,I58Y1990,C,Animation techniques for chain-coded objects,A.J. Maeder,,http://dx.doi.org/10.1109/VISUAL.1990.146366,67,73,58,58,1914,868,0
59,Vis.67.56.jpg,Vis,1990,10.1109/VISUAL.1990.146366,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.67.56.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.67.56.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.67.59.png,I59,I59Y1990,C,Animation techniques for chain-coded objects,A.J. Maeder,,http://dx.doi.org/10.1109/VISUAL.1990.146366,67,73,59,59,620,181,0
60,Vis.67.57.png,Vis,1990,10.1109/VISUAL.1990.146366,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.67.57.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.67.57.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.67.60.png,I60,I60Y1990,C,Animation techniques for chain-coded objects,A.J. Maeder,,http://dx.doi.org/10.1109/VISUAL.1990.146366,67,73,60,60,1098,456,0
61,Vis.67.58.png,Vis,1990,10.1109/VISUAL.1990.146366,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.67.58.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.67.58.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.67.61.png,I61,I61Y1990,C,Animation techniques for chain-coded objects,A.J. Maeder,,http://dx.doi.org/10.1109/VISUAL.1990.146366,67,73,61,61,1760,342,0
62,Vis.67.59.png,Vis,1990,10.1109/VISUAL.1990.146366,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.67.59.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.67.59.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.67.62.png,I62,I62Y1990,C,Animation techniques for chain-coded objects,A.J. Maeder,,http://dx.doi.org/10.1109/VISUAL.1990.146366,67,73,62,62,940,276,0
63,Vis.67.59_2.png,Vis,1990,10.1109/VISUAL.1990.146366,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.67.59_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.67.59_2.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.67.63.png,I63,I63Y1990,C,Animation techniques for chain-coded objects,A.J. Maeder,,http://dx.doi.org/10.1109/VISUAL.1990.146366,67,73,63,63,1832,680,0
64,Vis.67.59_3.png,Vis,1990,10.1109/VISUAL.1990.146366,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.67.59_3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.67.59_3.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.67.64.png,I64,I64Y1990,C,Animation techniques for chain-coded objects,A.J. Maeder,,http://dx.doi.org/10.1109/VISUAL.1990.146366,67,73,64,64,1234,916,0
65,Vis.67.59_4.png,Vis,1990,10.1109/VISUAL.1990.146366,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.67.59_4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.67.59_4.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.67.65.png,I65,I65Y1990,C,Animation techniques for chain-coded objects,A.J. Maeder,,http://dx.doi.org/10.1109/VISUAL.1990.146366,67,73,65,65,1220,252,0
66,Vis.74.60.jpg,Vis,1990,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.60.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.74.60.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.74.66.png,I66,I66Y1990,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367,74,"82, 464-5",66,66,502,579,0
67,Vis.74.61.jpg,Vis,1990,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.61.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.74.61.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.74.67.png,I67,I67Y1990,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367,74,"82, 464-5",67,67,360,268,0
68,Vis.74.62.jpg,Vis,1990,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.62.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.74.62.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.74.68.png,I68,I68Y1990,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367,74,"82, 464-5",68,68,371,225,0
69,Vis.74.63.jpg,Vis,1990,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.63.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.74.63.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.74.69.png,I69,I69Y1990,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367,74,"82, 464-5",69,69,481,246,0
70,Vis.74.64.jpg,Vis,1990,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.64.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.74.64.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.74.70.png,I70,I70Y1990,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367,74,"82, 464-5",70,70,367,249,0
71,Vis.74.65.png,Vis,1990,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.65.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.74.65.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.74.71.png,I71,I71Y1990,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367,74,"82, 464-5",71,71,514,304,0
72,Vis.74.66.jpg,Vis,1990,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.66.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.74.66.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.74.72.png,I72,I72Y1990,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367,74,"82, 464-5",72,72,450,424,0
73,Vis.74.67.jpg,Vis,1990,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.67.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.74.67.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.74.73.png,I73,I73Y1990,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367,74,"82, 464-5",73,73,424,421,0
74,Vis.74.68.jpg,Vis,1990,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.68.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.74.68.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.74.74.png,I74,I74Y1990,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367,74,"82, 464-5",74,74,464,438,0
75,Vis.74.69.png,Vis,1990,10.1109/VISUAL.1990.146367,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.74.69.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.74.69.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.74.75.png,I75,I75Y1990,C,Extracting geometric models through constraint minimization,J.V. Miller;D.E. Breen;M.J. Wozny,,http://dx.doi.org/10.1109/VISUAL.1990.146367,74,"82, 464-5",75,75,426,429,0
76,Vis.83.70.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.70.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.70.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.76.png,I76,I76Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",76,76,427,369,0
77,Vis.83.71.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.71.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.71.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.77.png,I77,I77Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",77,77,480,423,0
78,Vis.83.73.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.73.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.73.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.78.png,I78,I78Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",78,78,485,420,0
79,Vis.83.74.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.74.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.74.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.79.png,I79,I79Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",79,79,514,414,0
80,Vis.83.75-2.png,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.75-2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.75-2.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.80.png,I80,I80Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",80,80,505,414,0
81,Vis.83.75.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.75.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.75.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.81.png,I81,I81Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",81,81,478,420,0
82,Vis.83.76.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.76.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.76.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.82.png,I82,I82Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",82,82,591,449,0
83,Vis.83.77.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.77.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.77.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.83.png,I83,I83Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",83,83,571,645,0
84,Vis.83.78.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.78.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.78.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.84.png,I84,I84Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",84,84,579,450,0
85,Vis.83.79.png,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.79.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.79.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.85.png,I85,I85Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",85,85,1118,1268,0
86,Vis.83.80.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.80.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.80.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.86.png,I86,I86Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",86,86,570,371,0
87,Vis.83.81.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.81.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.81.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.87.png,I87,I87Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",87,87,487,334,0
88,Vis.83.82.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.82.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.82.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.88.png,I88,I88Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",88,88,421,412,0
89,Vis.83.83.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.83.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.83.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.89.png,I89,I89Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",89,89,428,410,0
90,Vis.83.84.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.84.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.84.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.90.png,I90,I90Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",90,90,404,408,0
91,Vis.83.85.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.85.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.85.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.91.png,I91,I91Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",91,91,468,466,0
92,Vis.83.86.jpg,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.86.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.86.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.92.png,I92,I92Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",92,92,460,465,0
93,Vis.83.86_2.png,Vis,1990,10.1109/VISUAL.1990.146368,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.83.86_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.83.86_2.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.83.93.png,I93,I93Y1990,C,Wide-band relativistic Doppler effect visualization,P.-K. Hsiung;R.H. Thibadeau;C.B. Cox;R.H.P. Dunn;M. Wu;P.A. Olbrich,,http://dx.doi.org/10.1109/VISUAL.1990.146368,83,"92, 465-7",93,93,474,471,0
94,Vis.93.89.jpg,Vis,1990,10.1109/VISUAL.1990.146369,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.93.89.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.93.89.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.93.94.png,I94,I94Y1990,C,Dynamic graphics for network visualization,R.A. Becker;S.G. Eick;E.O. Miller;A.R. Wilks,,http://dx.doi.org/10.1109/VISUAL.1990.146369,93,"96, 467",94,94,565,435,0
95,Vis.93.90.jpg,Vis,1990,10.1109/VISUAL.1990.146369,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.93.90.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.93.90.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.93.95.png,I95,I95Y1990,C,Dynamic graphics for network visualization,R.A. Becker;S.G. Eick;E.O. Miller;A.R. Wilks,,http://dx.doi.org/10.1109/VISUAL.1990.146369,93,"96, 467",95,95,584,434,0
96,Vis.97.91_1.png,Vis,1990,10.1109/VISUAL.1990.146370,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990thumb/Vis.97.91_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/1990WCap/Vis.97.91_1.png,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/1990/Vis.97.96.png,I96,I96Y1990,C,Techniques for visualizing Fermat's last theorem: a case study,A.J. Hanson;P.A. Heng;B.C. Kaplan,,http://dx.doi.org/10.1109/VISUAL.1990.146370,97,"106, 467-8",96,96,416,389,0
